KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,人口総数,男,女,世帯総数
34101,1,広島市中区,,0,,,142699,67660,75039,81602
341010430,2,広島市中区,白島北町,0,,,1969,837,1132,1160
341010440,2,広島市中区,白島中町,0,,,1210,565,645,660
341010450,2,広島市中区,白島九軒町,0,,,1408,642,766,797
341010460,2,広島市中区,東白島町,0,,,3918,1858,2060,2217
341010470,2,広島市中区,西白島町,0,,,2983,1387,1596,1876
341010480,2,広島市中区,幟町,0,,,1753,839,914,1168
341010490,2,広島市中区,上幟町,0,,,2625,1274,1351,1441
341010500,2,広島市中区,鉄砲町,0,,,645,320,325,459
341010510,2,広島市中区,八丁堀,0,,,653,376,277,474
341010520,2,広島市中区,上八丁堀,0,,,1676,794,882,830
341010530,2,広島市中区,橋本町,0,,,1203,521,682,720
341010540,2,広島市中区,基町,0,,,4104,1781,2323,2442
341010550,2,広島市中区,銀山町,0,,,837,422,415,588
341010560,2,広島市中区,弥生町,0,,,168,67,101,111
341010570,2,広島市中区,胡町,0,,,29,13,16,12
341010580,2,広島市中区,薬研堀,0,,,54,31,23,42
341010590,2,広島市中区,田中町,0,,,440,206,234,272
341010600,2,広島市中区,三川町,0,,,445,214,231,325
341010610,2,広島市中区,立町,0,,,28,14,14,22
341010620,2,広島市中区,袋町,0,,,482,227,255,300
341010630,2,広島市中区,中町,0,,,1052,454,598,633
341010640,3,広島市中区,紙屋町,0,,,71,29,42,34
34101064001,4,広島市中区,紙屋町一丁目,0,,,43,17,26,22
34101064002,4,広島市中区,紙屋町二丁目,0,,,28,12,16,12
341010650,3,広島市中区,大手町,0,,,5900,2760,3140,3964
34101065001,4,広島市中区,大手町一丁目,0,,,379,175,204,222
34101065002,4,広島市中区,大手町二丁目,0,,,523,261,262,390
34101065003,4,広島市中区,大手町三丁目,0,,,1793,866,927,1192
34101065004,4,広島市中区,大手町四丁目,0,,,750,327,423,545
34101065005,4,広島市中区,大手町五丁目,0,,,2455,1131,1324,1615
341010660,2,広島市中区,鶴見町,0,,,2335,1117,1218,1404
341010670,2,広島市中区,昭和町,0,,,1855,901,954,1168
341010680,2,広島市中区,宝町,0,,,1923,906,1017,1324
341010690,2,広島市中区,富士見町,0,,,1984,909,1075,1442
341010700,2,広島市中区,竹屋町,0,,,1244,567,677,879
341010710,2,広島市中区,小町,0,,,1688,808,880,1064
341010720,3,広島市中区,国泰寺町,0,,,2356,1030,1326,1458
34101072001,4,広島市中区,国泰寺町一丁目,0,,,1098,512,586,770
34101072002,4,広島市中区,国泰寺町二丁目,0,,,1258,518,740,688
341010730,2,広島市中区,平野町,0,,,2162,1026,1136,1080
341010740,2,広島市中区,南竹屋町,0,,,1203,545,658,733
341010750,3,広島市中区,千田町,0,,,4151,1898,2253,2321
34101075001,4,広島市中区,千田町一丁目,0,,,1297,563,734,772
34101075002,4,広島市中区,千田町二丁目,0,,,1094,495,599,602
34101075003,4,広島市中区,千田町三丁目,0,,,1760,840,920,947
341010760,3,広島市中区,東千田町,0,,,3529,1668,1861,1691
34101076001,4,広島市中区,東千田町一丁目,0,,,2660,1287,1373,1235
34101076002,4,広島市中区,東千田町二丁目,0,,,869,381,488,456
341010780,2,広島市中区,堀川町,0,,,43,21,22,22
341010790,2,広島市中区,流川町,0,,,74,34,40,46
341010800,2,広島市中区,新天地,0,,,12,5,7,6
341010810,2,広島市中区,本通,0,,,90,47,43,51
341010820,2,広島市中区,東平塚町,0,,,1449,741,708,1021
341010830,2,広島市中区,西平塚町,0,,,1332,564,768,788
341011140,2,広島市中区,南千田東町,0,,,471,215,256,273
341011150,2,広島市中区,南千田西町,0,,,986,447,539,531
341013010,3,広島市中区,十日市町,0,,,3672,1747,1925,2489
34101301001,4,広島市中区,十日市町一丁目,0,,,1426,669,757,902
34101301002,4,広島市中区,十日市町二丁目,0,,,2246,1078,1168,1587
341013020,2,広島市中区,西十日市町,0,,,1402,636,766,1061
341013040,2,広島市中区,寺町,0,,,418,199,219,226
341013050,2,広島市中区,猫屋町,0,,,1034,452,582,668
341013060,3,広島市中区,堺町,0,,,2169,1107,1062,1512
34101306001,4,広島市中区,堺町一丁目,0,,,1296,632,664,840
34101306002,4,広島市中区,堺町二丁目,0,,,873,475,398,672
341013070,2,広島市中区,榎町,0,,,1961,864,1097,1286
341013080,2,広島市中区,小網町,0,,,1273,628,645,813
341013110,2,広島市中区,広瀬町,0,,,951,432,519,588
341013120,2,広島市中区,広瀬北町,0,,,1475,713,762,871
341013130,2,広島市中区,河原町,0,,,2197,1031,1166,1492
341013140,2,広島市中区,土橋町,0,,,1286,596,690,779
341013150,3,広島市中区,本川町,0,,,1800,847,953,1254
34101315001,4,広島市中区,本川町一丁目,0,,,397,202,195,290
34101315002,4,広島市中区,本川町二丁目,0,,,834,376,458,567
34101315003,4,広島市中区,本川町三丁目,0,,,569,269,300,397
341013160,2,広島市中区,舟入町,0,,,1391,660,731,880
341013170,2,広島市中区,舟入本町,0,,,3554,1680,1874,2188
341013180,2,広島市中区,舟入中町,0,,,2859,1338,1521,1803
341013190,2,広島市中区,舟入幸町,0,,,2754,1247,1507,1507
341013200,2,広島市中区,舟入川口町,0,,,2063,1015,1048,1172
341013220,2,広島市中区,西川口町,0,,,1353,648,705,705
341013580,2,広島市中区,加古町,0,,,1565,696,869,811
341013590,2,広島市中区,吉島町,0,,,1737,1153,584,593
341013610,2,広島市中区,中島町,0,,,710,344,366,358
341013620,2,広島市中区,住吉町,0,,,2588,1216,1372,1650
341013630,2,広島市中区,羽衣町,0,,,1694,788,906,879
341014000,3,広島市中区,吉島東,0,,,4673,2210,2463,2059
34101400001,4,広島市中区,吉島東一丁目,0,,,2582,1215,1367,1187
34101400002,4,広島市中区,吉島東二丁目,0,,,1566,719,847,613
34101400003,4,広島市中区,吉島東三丁目,0,,,525,276,249,259
341014010,3,広島市中区,吉島西,0,,,4404,2120,2284,2063
34101401001,4,広島市中区,吉島西一丁目,0,,,1695,805,890,872
34101401002,4,広島市中区,吉島西二丁目,0,,,1564,755,809,686
34101401003,4,広島市中区,吉島西三丁目,0,,,1145,560,585,505
341014020,3,広島市中区,吉島新町,0,,,2495,1152,1343,1227
34101402001,4,広島市中区,吉島新町一丁目,0,,,1340,615,725,619
34101402002,4,広島市中区,吉島新町二丁目,0,,,1155,537,618,608
341014030,3,広島市中区,光南,0,,,5160,2676,2484,2647
34101403001,4,広島市中区,光南一丁目,0,,,1362,703,659,716
34101403002,4,広島市中区,光南二丁目,0,,,1109,576,533,620
34101403003,4,広島市中区,光南三丁目,0,,,891,498,393,471
34101403004,4,広島市中区,光南四丁目,0,,,908,455,453,439
34101403005,4,広島市中区,光南五丁目,0,,,436,219,217,200
34101403006,4,広島市中区,光南六丁目,0,,,454,225,229,201
341014040,3,広島市中区,南吉島,0,,,242,122,120,122
34101404001,4,広島市中区,南吉島一丁目,0,,,40,20,20,23
34101404002,4,広島市中区,南吉島二丁目,0,,,202,102,100,99
341014060,3,広島市中区,舟入南,0,,,7312,3549,3763,3611
34101406001,4,広島市中区,舟入南一丁目,0,,,820,386,434,431
34101406002,4,広島市中区,舟入南二丁目,0,,,1320,666,654,634
34101406003,4,広島市中区,舟入南三丁目,0,,,2659,1226,1433,1207
34101406004,4,広島市中区,舟入南四丁目,0,,,1389,649,740,727
34101406005,4,広島市中区,舟入南五丁目,0,,,977,550,427,521
34101406006,4,広島市中区,舟入南六丁目,0,,,147,72,75,91
341014070,3,広島市中区,江波東,0,,,2297,1096,1201,1108
34101407001,4,広島市中区,江波東一丁目,0,,,1815,871,944,872
34101407002,4,広島市中区,江波東二丁目,0,,,482,225,257,236
341014080,3,広島市中区,江波西,0,,,2860,1310,1550,1313
34101408001,4,広島市中区,江波西一丁目,0,,,1292,594,698,623
34101408002,4,広島市中区,江波西二丁目,0,,,1568,716,852,690
341014090,3,広島市中区,江波南,0,,,4572,2174,2398,2021
34101409001,4,広島市中区,江波南一丁目,0,,,1166,552,614,588
34101409002,4,広島市中区,江波南二丁目,0,,,2615,1243,1372,1060
34101409003,4,広島市中区,江波南三丁目,0,,,791,379,412,373
341014100,2,広島市中区,江波本町,0,,,1522,756,766,716
341014110,3,広島市中区,江波二本松,0,,,1578,815,763,771
34101411001,4,広島市中区,江波二本松一丁目,0,,,742,382,360,362
34101411002,4,広島市中区,江波二本松二丁目,0,,,836,433,403,409
341014120,2,広島市中区,江波栄町,0,,,1137,563,574,509
341014130,2,広島市中区,江波沖町,0,,,1,-,1,1
341014970,2,広島市中区,,0,,,-,-,-,-
34102,1,広島市東区,,0,,,119353,56872,62481,53056
341020010,2,広島市東区,戸坂町,0,,,-,-,-,-
341020040,2,広島市東区,尾長町,0,,,-,-,-,-
341020060,2,広島市東区,矢賀町,0,,,-,-,-,-
341020070,3,広島市東区,矢賀新町,0,,,2109,1070,1039,1138
34102007001,4,広島市東区,矢賀新町一丁目,0,,,459,243,216,278
34102007002,4,広島市東区,矢賀新町二丁目,0,,,823,400,423,394
34102007003,4,広島市東区,矢賀新町三丁目,0,,,51,22,29,27
34102007004,4,広島市東区,矢賀新町四丁目,0,,,385,184,201,169
34102007005,4,広島市東区,矢賀新町五丁目,0,,,391,221,170,270
341020080,2,広島市東区,東蟹屋町,0,,,1829,895,934,916
341020090,2,広島市東区,若草町,0,,,2080,906,1174,1427
341020100,3,広島市東区,光町,0,,,4022,1883,2139,2201
34102010001,4,広島市東区,光町一丁目,0,,,1943,862,1081,1012
34102010002,4,広島市東区,光町二丁目,0,,,2079,1021,1058,1189
341020110,2,広島市東区,光が丘,0,,,1113,510,603,535
341020120,2,広島市東区,山根町,0,,,3788,1797,1991,1705
341020130,2,広島市東区,愛宕町,0,,,427,228,199,281
341020420,3,広島市東区,二葉の里,0,,,1761,870,891,943
34102042001,4,広島市東区,二葉の里一丁目,0,,,783,401,382,469
34102042002,4,広島市東区,二葉の里二丁目,0,,,683,333,350,348
34102042003,4,広島市東区,二葉の里三丁目,0,,,295,136,159,126
341021290,3,広島市東区,牛田東,0,,,3861,1767,2094,1727
34102129001,4,広島市東区,牛田東一丁目,0,,,580,285,295,238
34102129002,4,広島市東区,牛田東二丁目,0,,,1945,870,1075,919
34102129003,4,広島市東区,牛田東三丁目,0,,,924,421,503,385
34102129004,4,広島市東区,牛田東四丁目,0,,,412,191,221,185
341021300,3,広島市東区,牛田南,0,,,1540,729,811,764
34102130001,4,広島市東区,牛田南一丁目,0,,,853,393,460,430
34102130002,4,広島市東区,牛田南二丁目,0,,,687,336,351,334
341021310,3,広島市東区,牛田早稲田,0,,,5875,2720,3155,2512
34102131001,4,広島市東区,牛田早稲田一丁目,0,,,1544,669,875,710
34102131002,4,広島市東区,牛田早稲田二丁目,0,,,1380,657,723,581
34102131003,4,広島市東区,牛田早稲田三丁目,0,,,1004,505,499,382
34102131004,4,広島市東区,牛田早稲田四丁目,0,,,1947,889,1058,839
341021320,3,広島市東区,牛田中,0,,,1653,756,897,705
34102132001,4,広島市東区,牛田中一丁目,0,,,751,348,403,325
34102132002,4,広島市東区,牛田中二丁目,0,,,902,408,494,380
341021330,3,広島市東区,牛田本町,0,,,5845,2846,2999,2693
34102133001,4,広島市東区,牛田本町一丁目,0,,,816,367,449,426
34102133002,4,広島市東区,牛田本町二丁目,0,,,590,277,313,255
34102133003,4,広島市東区,牛田本町三丁目,0,,,516,220,296,235
34102133004,4,広島市東区,牛田本町四丁目,0,,,822,397,425,384
34102133005,4,広島市東区,牛田本町五丁目,0,,,813,397,416,343
34102133006,4,広島市東区,牛田本町六丁目,0,,,2288,1188,1100,1050
341021340,3,広島市東区,牛田旭,0,,,3039,1401,1638,1184
34102134001,4,広島市東区,牛田旭一丁目,0,,,1013,486,527,387
34102134002,4,広島市東区,牛田旭二丁目,0,,,2026,915,1111,797
341021350,3,広島市東区,牛田新町,0,,,7495,3472,4023,3304
34102135001,4,広島市東区,牛田新町一丁目,0,,,1678,760,918,708
34102135002,4,広島市東区,牛田新町二丁目,0,,,765,319,446,418
34102135003,4,広島市東区,牛田新町三丁目,0,,,3504,1659,1845,1493
34102135004,4,広島市東区,牛田新町四丁目,0,,,1548,734,814,685
341021360,2,広島市東区,牛田山,0,,,-,-,-,-
341021370,2,広島市東区,上大須賀町,0,,,865,374,491,418
341021380,3,広島市東区,矢賀,0,,,4063,2007,2056,1876
34102138001,4,広島市東区,矢賀一丁目,0,,,923,471,452,432
34102138002,4,広島市東区,矢賀二丁目,0,,,920,436,484,377
34102138003,4,広島市東区,矢賀三丁目,0,,,671,339,332,314
34102138004,4,広島市東区,矢賀四丁目,0,,,670,331,339,395
34102138005,4,広島市東区,矢賀五丁目,0,,,30,14,16,11
34102138006,4,広島市東区,矢賀六丁目,0,,,849,416,433,347
341021400,2,広島市東区,東山町,0,,,1537,673,864,488
341021410,3,広島市東区,戸坂くるめ木,0,,,2774,1343,1431,1234
34102141001,4,広島市東区,戸坂くるめ木一丁目,0,,,1778,831,947,758
34102141002,4,広島市東区,戸坂くるめ木二丁目,0,,,996,512,484,476
341021420,3,広島市東区,戸坂千足,0,,,2758,1305,1453,1235
34102142001,4,広島市東区,戸坂千足一丁目,0,,,1850,884,966,854
34102142002,4,広島市東区,戸坂千足二丁目,0,,,908,421,487,381
341021430,2,広島市東区,戸坂山崎町,0,,,1234,588,646,521
341021440,3,広島市東区,戸坂惣田,0,,,877,446,431,406
34102144001,4,広島市東区,戸坂惣田一丁目,0,,,626,325,301,298
34102144002,4,広島市東区,戸坂惣田二丁目,0,,,251,121,130,108
341021450,2,広島市東区,戸坂中町,0,,,425,197,228,189
341021460,2,広島市東区,戸坂桜東町,0,,,512,244,268,227
341021470,2,広島市東区,戸坂桜西町,0,,,463,227,236,204
341021480,2,広島市東区,戸坂桜上町,0,,,649,304,345,363
341021490,3,広島市東区,戸坂山根,0,,,2622,1246,1376,1132
34102149001,4,広島市東区,戸坂山根一丁目,0,,,1096,490,606,519
34102149002,4,広島市東区,戸坂山根二丁目,0,,,1126,547,579,447
34102149003,4,広島市東区,戸坂山根三丁目,0,,,400,209,191,166
341021500,3,広島市東区,戸坂出江,0,,,1534,706,828,657
34102150001,4,広島市東区,戸坂出江一丁目,0,,,637,290,347,281
34102150002,4,広島市東区,戸坂出江二丁目,0,,,897,416,481,376
341021510,2,広島市東区,戸坂城山町,0,,,42,42,-,1
341021520,3,広島市東区,戸坂数甲,0,,,975,471,504,390
34102152001,4,広島市東区,戸坂数甲一丁目,0,,,330,159,171,120
34102152002,4,広島市東区,戸坂数甲二丁目,0,,,645,312,333,270
341021530,3,広島市東区,戸坂大上,0,,,2518,1236,1282,1046
34102153001,4,広島市東区,戸坂大上一丁目,0,,,379,173,206,142
34102153002,4,広島市東区,戸坂大上二丁目,0,,,376,201,175,162
34102153003,4,広島市東区,戸坂大上三丁目,0,,,298,136,162,119
34102153004,4,広島市東区,戸坂大上四丁目,0,,,1465,726,739,623
341021540,3,広島市東区,戸坂新町,0,,,2398,1099,1299,1235
34102154001,4,広島市東区,戸坂新町一丁目,0,,,479,216,263,233
34102154002,4,広島市東区,戸坂新町二丁目,0,,,1919,883,1036,1002
34102154003,4,広島市東区,戸坂新町三丁目,0,,,-,-,-,-
341021550,3,広島市東区,戸坂南,0,,,1643,784,859,706
34102155001,4,広島市東区,戸坂南一丁目,0,,,997,496,501,525
34102155002,4,広島市東区,戸坂南二丁目,0,,,646,288,358,181
341021560,3,広島市東区,尾長東,0,,,1893,912,981,977
34102156001,4,広島市東区,尾長東一丁目,0,,,555,257,298,292
34102156002,4,広島市東区,尾長東二丁目,0,,,732,372,360,378
34102156003,4,広島市東区,尾長東三丁目,0,,,606,283,323,307
341021570,3,広島市東区,尾長西,0,,,1454,769,685,648
34102157001,4,広島市東区,尾長西一丁目,0,,,624,312,312,323
34102157002,4,広島市東区,尾長西二丁目,0,,,830,457,373,325
341021580,3,広島市東区,曙,0,,,1954,961,993,1150
34102158001,4,広島市東区,曙一丁目,0,,,407,166,241,176
34102158002,4,広島市東区,曙二丁目,0,,,626,316,310,378
34102158003,4,広島市東区,曙三丁目,0,,,102,60,42,62
34102158004,4,広島市東区,曙四丁目,0,,,418,210,208,263
34102158005,4,広島市東区,曙五丁目,0,,,401,209,192,271
341021590,2,広島市東区,戸坂長尾台,0,,,196,91,105,84
341021610,3,広島市東区,中山南,0,,,2268,1127,1141,956
34102161001,4,広島市東区,中山南一丁目,0,,,1847,907,940,786
34102161002,4,広島市東区,中山南二丁目,0,,,421,220,201,170
341021620,3,広島市東区,中山西,0,,,2253,1101,1152,915
34102162001,4,広島市東区,中山西一丁目,0,,,604,286,318,267
34102162002,4,広島市東区,中山西二丁目,0,,,1649,815,834,648
341021630,3,広島市東区,中山東,0,,,1484,697,787,614
34102163001,4,広島市東区,中山東一丁目,0,,,781,373,408,326
34102163002,4,広島市東区,中山東二丁目,0,,,292,145,147,138
34102163003,4,広島市東区,中山東三丁目,0,,,411,179,232,150
341021640,2,広島市東区,中山中町,0,,,1250,596,654,511
341021650,3,広島市東区,中山上,0,,,2570,1246,1324,890
34102165001,4,広島市東区,中山上一丁目,0,,,866,394,472,227
34102165002,4,広島市東区,中山上二丁目,0,,,1704,852,852,663
341021660,2,広島市東区,中山北町,0,,,452,236,216,149
341021670,2,広島市東区,中山鏡が丘,0,,,798,364,434,303
341021680,3,広島市東区,中山新町,0,,,2656,1298,1358,956
34102168001,4,広島市東区,中山新町一丁目,0,,,595,303,292,247
34102168002,4,広島市東区,中山新町二丁目,0,,,531,250,281,215
34102168003,4,広島市東区,中山新町三丁目,0,,,1530,745,785,494
341028380,3,広島市東区,温品,0,,,7396,3582,3814,3199
34102838001,4,広島市東区,温品一丁目,0,,,550,268,282,208
34102838002,4,広島市東区,温品二丁目,0,,,1190,575,615,518
34102838003,4,広島市東区,温品三丁目,0,,,1154,570,584,528
34102838004,4,広島市東区,温品四丁目,0,,,1590,755,835,764
34102838005,4,広島市東区,温品五丁目,0,,,1074,524,550,431
34102838006,4,広島市東区,温品六丁目,0,,,678,328,350,305
34102838007,4,広島市東区,温品七丁目,0,,,798,387,411,297
34102838008,4,広島市東区,温品八丁目,0,,,362,175,187,148
341028390,3,広島市東区,上温品,0,,,5048,2342,2706,2053
34102839001,4,広島市東区,上温品一丁目,0,,,982,427,555,327
34102839002,4,広島市東区,上温品二丁目,0,,,1118,533,585,489
34102839003,4,広島市東区,上温品三丁目,0,,,844,404,440,348
34102839004,4,広島市東区,上温品四丁目,0,,,2104,978,1126,889
341028391,2,広島市東区,上温品,0,,,18,8,10,5
341028400,3,広島市東区,馬木,0,,,6197,2938,3259,2457
34102840001,4,広島市東区,馬木一丁目,0,,,161,78,83,77
34102840002,4,広島市東区,馬木二丁目,0,,,618,297,321,239
34102840003,4,広島市東区,馬木三丁目,0,,,1058,483,575,413
34102840004,4,広島市東区,馬木四丁目,0,,,637,310,327,272
34102840005,4,広島市東区,馬木五丁目,0,,,509,247,262,233
34102840006,4,広島市東区,馬木六丁目,0,,,420,217,203,166
34102840007,4,広島市東区,馬木七丁目,0,,,1098,504,594,400
34102840008,4,広島市東区,馬木八丁目,0,,,731,350,381,287
34102840009,4,広島市東区,馬木九丁目,0,,,965,452,513,370
341028410,3,広島市東区,福田,0,,,6738,3288,3450,2687
34102841001,4,広島市東区,福田一丁目,0,,,1174,574,600,418
34102841002,4,広島市東区,福田二丁目,0,,,480,240,240,208
34102841003,4,広島市東区,福田三丁目,0,,,899,425,474,373
34102841004,4,広島市東区,福田四丁目,0,,,662,322,340,253
34102841005,4,広島市東区,福田五丁目,0,,,797,386,411,295
34102841006,4,広島市東区,福田六丁目,0,,,287,129,158,113
34102841007,4,広島市東区,福田七丁目,0,,,937,465,472,395
34102841008,4,広島市東区,福田八丁目,0,,,1502,747,755,632
341028420,2,広島市東区,温品町,0,,,317,151,166,134
341028430,2,広島市東区,馬木町,0,,,4,2,2,2
341028440,2,広島市東区,福田町,0,,,81,21,60,3
34103,1,広島市南区,,0,,,145805,71544,74261,72206
341030140,2,広島市南区,仁保町,0,,,-,-,-,-
341030170,2,広島市南区,松原町,0,,,1695,831,864,926
341030180,2,広島市南区,大須賀町,0,,,1640,738,902,913
341030190,2,広島市南区,猿猴橋町,0,,,189,115,74,165
341030200,2,広島市南区,荒神町,0,,,178,84,94,118
341030220,2,広島市南区,京橋町,0,,,868,442,426,655
341030230,3,広島市南区,的場町,0,,,1024,513,511,743
34103023001,4,広島市南区,的場町一丁目,0,,,545,256,289,344
34103023002,4,広島市南区,的場町二丁目,0,,,479,257,222,399
341030240,2,広島市南区,松川町,0,,,763,379,384,484
341030250,2,広島市南区,金屋町,0,,,902,457,445,683
341030260,2,広島市南区,比治山町,0,,,1332,655,677,866
341030270,2,広島市南区,比治山公園,0,,,-,-,-,-
341030280,2,広島市南区,稲荷町,0,,,552,261,291,328
341030410,2,広島市南区,比治山本町,0,,,2477,1207,1270,1066
341031160,3,広島市南区,青崎,0,,,2563,1252,1311,1117
34103116001,4,広島市南区,青崎一丁目,0,,,675,330,345,318
34103116002,4,広島市南区,青崎二丁目,0,,,1888,922,966,799
341031170,2,広島市南区,東青崎町,0,,,641,300,341,307
341031180,3,広島市南区,堀越,0,,,2464,1203,1261,1091
34103118001,4,広島市南区,堀越一丁目,0,,,490,250,240,265
34103118002,4,広島市南区,堀越二丁目,0,,,1165,546,619,456
34103118003,4,広島市南区,堀越三丁目,0,,,809,407,402,370
341031190,2,広島市南区,向洋本町,0,,,837,425,412,376
341031200,2,広島市南区,向洋中町,0,,,338,164,174,162
341031210,2,広島市南区,向洋大原町,0,,,1274,833,441,783
341031220,2,広島市南区,月見町,0,,,-,-,-,-
341031230,2,広島市南区,小磯町,0,,,403,345,58,403
341031240,2,広島市南区,西荒神町,0,,,251,109,142,154
341031250,2,広島市南区,東荒神町,0,,,274,137,137,181
341031260,3,広島市南区,西蟹屋,0,,,2248,1137,1111,1360
34103126001,4,広島市南区,西蟹屋一丁目,0,,,207,125,82,163
34103126002,4,広島市南区,西蟹屋二丁目,0,,,309,148,161,170
34103126003,4,広島市南区,西蟹屋三丁目,0,,,954,433,521,565
34103126004,4,広島市南区,西蟹屋四丁目,0,,,778,431,347,462
341031270,3,広島市南区,南蟹屋,0,,,2308,1066,1242,1047
34103127001,4,広島市南区,南蟹屋一丁目,0,,,1434,635,799,700
34103127002,4,広島市南区,南蟹屋二丁目,0,,,874,431,443,347
341031280,3,広島市南区,大州,0,,,4791,2819,1972,2770
34103128001,4,広島市南区,大州一丁目,0,,,931,452,479,481
34103128002,4,広島市南区,大州二丁目,0,,,1134,644,490,711
34103128003,4,広島市南区,大州三丁目,0,,,642,419,223,391
34103128004,4,広島市南区,大州四丁目,0,,,496,277,219,267
34103128005,4,広島市南区,大州五丁目,0,,,1588,1027,561,920
341031390,2,広島市南区,東駅町,0,,,-,-,-,-
341031990,2,広島市南区,向洋沖町,0,,,-,-,-,-
341032000,3,広島市南区,向洋新町,0,,,5801,2846,2955,2273
34103200001,4,広島市南区,向洋新町一丁目,0,,,1487,725,762,577
34103200002,4,広島市南区,向洋新町二丁目,0,,,1851,900,951,759
34103200003,4,広島市南区,向洋新町三丁目,0,,,2022,991,1031,789
34103200004,4,広島市南区,向洋新町四丁目,0,,,441,230,211,148
341032100,2,広島市南区,仁保沖町,0,,,-,-,-,-
341032110,2,広島市南区,宇品町,0,,,72,65,7,65
341032120,2,広島市南区,元宇品町,0,,,1801,817,984,679
341032140,2,広島市南区,似島町,0,,,694,335,359,291
341032160,3,広島市南区,皆実町,0,,,9172,4384,4788,4497
34103216001,4,広島市南区,皆実町一丁目,0,,,3002,1411,1591,1293
34103216002,4,広島市南区,皆実町二丁目,0,,,101,49,52,51
34103216003,4,広島市南区,皆実町三丁目,0,,,1310,642,668,649
34103216004,4,広島市南区,皆実町四丁目,0,,,1520,739,781,752
34103216005,4,広島市南区,皆実町五丁目,0,,,1543,722,821,776
34103216006,4,広島市南区,皆実町六丁目,0,,,1696,821,875,976
341032170,2,広島市南区,上東雲町,0,,,2016,982,1034,954
341032180,3,広島市南区,東雲本町,0,,,4503,2222,2281,2490
34103218001,4,広島市南区,東雲本町一丁目,0,,,1494,688,806,798
34103218002,4,広島市南区,東雲本町二丁目,0,,,2083,1056,1027,1118
34103218003,4,広島市南区,東雲本町三丁目,0,,,926,478,448,574
341032190,3,広島市南区,東雲,0,,,7840,4066,3774,4015
34103219001,4,広島市南区,東雲一丁目,0,,,2005,1042,963,1120
34103219002,4,広島市南区,東雲二丁目,0,,,3699,1920,1779,1922
34103219003,4,広島市南区,東雲三丁目,0,,,2136,1104,1032,973
341032200,3,広島市南区,仁保新町,0,,,2397,1144,1253,1160
34103220001,4,広島市南区,仁保新町一丁目,0,,,825,381,444,405
34103220002,4,広島市南区,仁保新町二丁目,0,,,1572,763,809,755
341032210,2,広島市南区,黄金山町,0,,,470,229,241,202
341032220,3,広島市南区,仁保,0,,,4662,2254,2408,1998
34103222001,4,広島市南区,仁保一丁目,0,,,2044,966,1078,861
34103222002,4,広島市南区,仁保二丁目,0,,,1046,509,537,460
34103222003,4,広島市南区,仁保三丁目,0,,,1244,622,622,536
34103222004,4,広島市南区,仁保四丁目,0,,,328,157,171,141
341032230,2,広島市南区,東本浦町,0,,,1774,894,880,889
341032240,2,広島市南区,西本浦町,0,,,1076,488,588,508
341032250,2,広島市南区,本浦町,0,,,1749,842,907,761
341032260,2,広島市南区,山城町,0,,,665,341,324,306
341032270,2,広島市南区,北大河町,0,,,1460,685,775,619
341032280,2,広島市南区,南大河町,0,,,1212,607,605,501
341032290,2,広島市南区,丹那町,0,,,3027,1486,1541,1283
341032300,2,広島市南区,丹那新町,0,,,563,278,285,250
341032310,2,広島市南区,日宇那町,0,,,843,323,520,257
341032320,2,広島市南区,楠那町,0,,,469,231,238,195
341032330,2,広島市南区,東霞町,0,,,1011,481,530,472
341032340,2,広島市南区,西霞町,0,,,1264,609,655,634
341032350,3,広島市南区,宇品西,0,,,8468,4145,4323,3565
34103235001,4,広島市南区,宇品西一丁目,0,,,656,324,332,311
34103235002,4,広島市南区,宇品西二丁目,0,,,2043,1000,1043,973
34103235003,4,広島市南区,宇品西三丁目,0,,,1879,929,950,786
34103235004,4,広島市南区,宇品西四丁目,0,,,1572,767,805,666
34103235005,4,広島市南区,宇品西五丁目,0,,,1653,809,844,563
34103235006,4,広島市南区,宇品西六丁目,0,,,665,316,349,266
341032360,3,広島市南区,宇品御幸,0,,,8049,3914,4135,4080
34103236001,4,広島市南区,宇品御幸一丁目,0,,,2624,1245,1379,1174
34103236002,4,広島市南区,宇品御幸二丁目,0,,,1325,623,702,711
34103236003,4,広島市南区,宇品御幸三丁目,0,,,1691,863,828,908
34103236004,4,広島市南区,宇品御幸四丁目,0,,,1276,610,666,669
34103236005,4,広島市南区,宇品御幸五丁目,0,,,1133,573,560,618
341032370,3,広島市南区,宇品神田,0,,,6214,3003,3211,3249
34103237001,4,広島市南区,宇品神田一丁目,0,,,683,326,357,426
34103237002,4,広島市南区,宇品神田二丁目,0,,,1123,533,590,576
34103237003,4,広島市南区,宇品神田三丁目,0,,,827,404,423,458
34103237004,4,広島市南区,宇品神田四丁目,0,,,854,411,443,409
34103237005,4,広島市南区,宇品神田五丁目,0,,,2727,1329,1398,1380
341032380,3,広島市南区,宇品東,0,,,4116,1964,2152,1842
34103238001,4,広島市南区,宇品東一丁目,0,,,759,350,409,380
34103238002,4,広島市南区,宇品東二丁目,0,,,787,389,398,397
34103238003,4,広島市南区,宇品東三丁目,0,,,855,359,496,339
34103238004,4,広島市南区,宇品東四丁目,0,,,12,11,1,2
34103238005,4,広島市南区,宇品東五丁目,0,,,22,12,10,17
34103238006,4,広島市南区,宇品東六丁目,0,,,748,375,373,254
